flux	loglam	ivar	and_mask	or_mask	wdisp	sky	model
380.2306	3.6596	0.016268115	0	0	0.88067764	4.2799544	379.3865
384.41666	3.6597	0.01614076	0	0	0.8805564	4.4190493	378.0547
385.61972	3.6598	0.015960654	0	0	0.8804351	4.624773	376.71704
387.48938	3.6599	0.016011197	0	0	0.88031405	4.612273	375.82968
383.60788	3.66	0.0161059	0	0	0.8801929	4.5564594	376.22662
388.85034	3.6601	0.01584654	0	0	0.88007176	4.595749	378.52872
394.69775	3.6602	0.015566621	0	0	0.8799506	4.513146	378.11792
386.35748	3.6603	0.015939137	0	0	0.8798295	4.5207	376.0251
387.64014	3.6604	0.015859088	0	0	0.8797085	4.7954955	375.22073
396.66473	3.6605	0.0154060675	0	0	0.8795875	4.6316366	374.0955
391.73178	3.6606	0.01562834	0	0	0.8794664	4.401673	372.27618
389.90814	3.6607	0.015757238	0	0	0.87934566	5.0049844	371.7221
385.4527	3.6608	0.016080366	0	0	0.87922454	5.2147355	369.78592
387.96445	3.6609	0.015923198	0	0	0.8791037	5.1350017	370.04083
383.6091	3.661	0.016195467	0	0	0.87898284	5.1315827	369.39706
382.6422	3.6611	0.016201966	0	0	0.8788621	4.9525466	370.55344
393.88562	3.6612	0.015617384	0	0	0.8787412	4.735765	372.88666
389.39676	3.6613	0.015819876	0	0	0.8786203	4.7704473	371.86026
388.55338	3.6614	0.015922302	0	0	0.87849957	4.9545264	373.84158
383.78592	3.6615	0.016192866	0	0	0.87837887	4.990096	372.93158
386.56482	3.6616	0.016034137	0	0	0.8782582	4.6913652	372.76572
387.82217	3.6617	0.016012982	0	0	0.87813765	4.665499	373.48746
384.29672	3.6618	0.016139396	0	0	0.87801695	5.150741	373.81412
388.82077	3.6619	0.015889404	0	0	0.8778963	5.0835814	374.83716
390.7103	3.662	0.015717704	0	0	0.8777757	4.5719686	378.1792
397.76898	3.6621	0.01532051	0	0	0.877655	4.7349796	376.93634
394.82916	3.6622	0.01540667	0	0	0.87753457	4.83877	372.78732
388.53888	3.6623	0.015866917	0	0	0.8774143	4.440596	372.58292
385.86984	3.6624	0.016037269	0	0	0.8772937	4.3516884	375.02927
389.29044	3.6625	0.01581303	0	0	0.8771733	4.4342613	372.7299
390.01468	3.6626	0.015817028	0	0	0.87705296	4.6651974	373.00308
383.7723	3.6627	0.016207302	0	0	0.8769325	4.691854	370.99353
385.1768	3.6628	0.016157718	0	0	0.8768122	4.557185	374.5542
388.93396	3.6629	0.015928509	0	0	0.87669194	4.2454424	374.51688
390.598	3.663	0.01580351	0	0	0.8765716	4.106423	370.10074
388.93964	3.6631	0.015947638	0	0	0.8764513	4.43384	374.07742
380.63605	3.6632	0.016389212	0	0	0.87633115	4.671479	375.47852
380.01447	3.6633	0.016387735	0	0	0.8762108	4.757343	377.17477
386.83832	3.6634	0.016109278	0	0	0.87609065	4.688553	375.63934
385.20456	3.6635	0.01610636	0	0	0.87597066	4.3815384	375.7558
387.60846	3.6636	0.016044276	0	0	0.87585056	4.4056115	377.154
387.57285	3.6637	0.016015552	0	0	0.8757306	4.8301764	373.1355
381.89926	3.6638	0.016379194	0	0	0.8756103	4.989682	373.5353
393.88583	3.6639	0.01566826	0	0	0.8754904	4.901405	373.1986
383.2454	3.664	0.016282411	0	0	0.8753704	4.4854097	372.3696
390.49493	3.6641	0.015865086	0	0	0.8752506	4.115558	372.2411
387.03897	3.6642	0.016054321	0	0	0.8751306	4.219145	372.1998
384.87643	3.6643	0.016172575	0	0	0.8750107	4.516471	371.75558
386.36246	3.6644	0.01610991	0	0	0.87489086	4.7206254	374.5842
388.31912	3.6645	0.01603408	0	0	0.874771	4.57489	373.35385
383.41684	3.6646	0.016318472	0	0	0.87465125	4.131711	371.0454
385.2881	3.6647	0.016200438	0	0	0.87453145	4.0625734	369.80334
387.2153	3.6648	0.01614158	0	0	0.87441176	4.3877945	369.35858
385.7719	3.6649	0.01613848	0	0	0.874292	4.5656776	369.50806
385.9275	3.665	0.016195018	0	0	0.8741724	4.4916716	371.6433
380.53104	3.6651	0.016489634	0	0	0.87405276	4.6055117	369.67502
377.35318	3.6652	0.016745908	0	0	0.87393314	4.597743	370.52744
382.9601	3.6653	0.016399587	0	0	0.8738136	4.611394	372.1382
376.03946	3.6654	0.016898224	0	0	0.873694	4.598659	371.02924
382.9761	3.6655	0.016400177	0	0	0.87357455	4.3653574	369.7924
385.9504	3.6656	0.016225927	0	0	0.8734551	4.5827775	370.87924
380.867	3.6657	0.016589342	0	0	0.8733356	4.4504576	370.40897
378.3836	3.6658	0.01672723	0	0	0.87321603	4.308848	370.51926
380.899	3.6659	0.016587934	0	0	0.87309676	4.733486	371.23978
385.69675	3.666	0.016307224	0	0	0.8729774	4.6455746	371.1668
376.8802	3.6661	0.016769387	0	0	0.87285805	4.316713	369.64844
381.88757	3.6662	0.01658894	0	0	0.8727387	4.4792447	367.14734
380.9385	3.6663	0.016616069	0	0	0.8726195	4.5290694	365.66785
375.8929	3.6664	0.01687595	0	0	0.8725003	4.318927	370.23932
381.6464	3.6665	0.016563846	0	0	0.87238115	4.298586	372.17847
384.24945	3.6666	0.016394561	0	0	0.872262	4.353292	369.31934
380.13437	3.6667	0.016573768	0	0	0.87214285	4.2047734	370.43646
383.31494	3.6668	0.016413782	0	0	0.87202376	4.132774	367.10513
382.67865	3.6669	0.016480729	0	0	0.87190455	4.299751	366.94885
372.5656	3.667	0.017113388	0	0	0.87178546	4.283179	366.63153
371.87262	3.6671	0.017213846	0	0	0.87166655	4.179636	367.75635
383.57187	3.6672	0.016393315	0	0	0.8715474	4.1209707	369.89804
376.4466	3.6673	0.016874637	0	0	0.87142855	3.9655693	369.06787
382.7876	3.6674	0.016449628	0	0	0.87130964	3.9767115	371.41763
381.71103	3.6675	0.016535208	0	0	0.8711907	4.1935587	366.85052
383.68185	3.6676	0.016406378	0	0	0.8710718	4.669766	366.2248
382.37875	3.6677	0.016505923	0	0	0.87095296	4.6317267	367.42603
379.04242	3.6678	0.016701816	0	0	0.8708342	4.4695535	365.56876
382.40128	3.6679	0.016498001	0	0	0.87071544	4.7339816	364.3122
382.41132	3.668	0.016504444	0	0	0.87059665	4.7988887	366.94345
379.7077	3.6681	0.016667772	0	0	0.8704781	4.64455	370.04822
378.83188	3.6682	0.016719164	0	0	0.8703593	4.9944215	369.0647
379.97946	3.6683	0.016744368	0	0	0.8702407	5.464885	366.70602
378.1645	3.6684	0.016764227	0	0	0.87012213	5.595237	367.07233
375.54465	3.6685	0.01700722	0	0	0.87000334	5.468102	368.9942
383.3087	3.6686	0.016459271	0	0	0.8698851	5.420216	366.23688
379.1393	3.6687	0.016730707	0	0	0.86976653	5.422458	364.55307
378.3954	3.6688	0.016841885	0	0	0.869648	5.2383647	362.63242
375.28207	3.6689	0.017027391	0	0	0.86952955	5.431041	360.50125
377.7713	3.669	0.016837277	0	0	0.8694111	5.8073034	362.67325
375.24524	3.6691	0.01703766	0	0	0.86929286	5.478652	369.4627
378.86508	3.6692	0.01675423	0	0	0.8691743	5.200232	363.0629
380.2508	3.6693	0.016613448	0	0	0.8690561	5.3593698	366.05673
383.03003	3.6694	0.016587678	0	0	0.8689378	5.6991525	365.53146
369.333	3.6695	0.017386792	0	0	0.86881953	5.8878584	363.1711
372.5941	3.6696	0.017292656	0	0	0.86870134	5.7835183	365.56763
374.09894	3.6697	0.017216634	0	0	0.86858296	5.748272	368.77612
371.26874	3.6698	0.01724386	0	0	0.8684648	5.836422	367.6437
376.68314	3.6699	0.016953731	0	0	0.86834675	5.7477074	363.81323
379.949	3.67	0.016727168	0	0	0.86822873	5.5779123	365.43332
374.12488	3.6701	0.017096171	0	0	0.86811066	5.361896	366.67987
370.68063	3.6702	0.017401775	0	0	0.8679926	5.2604485	362.59216
373.09903	3.6703	0.01720462	0	0	0.8678746	5.0880785	358.77902
372.72116	3.6704	0.01723294	0	0	0.8677566	5.1074014	356.6023
377.7656	3.6705	0.016900247	0	0	0.86763865	5.239531	352.29657
369.46487	3.6706	0.017520225	0	0	0.86752087	4.9555125	354.9498
366.78717	3.6707	0.017753003	0	0	0.8674031	5.377027	359.43073
368.4965	3.6708	0.017567059	0	0	0.8672852	5.7290263	360.85147
375.54584	3.6709	0.01701576	0	0	0.86716735	5.142599	362.82358
372.36847	3.671	0.017281968	0	0	0.8670494	4.7002807	359.45975
373.4579	3.6711	0.01726986	0	0	0.8669317	5.1042657	361.42422
372.26813	3.6712	0.017328724	0	0	0.866814	5.138444	364.35147
373.27734	3.6713	0.017258704	0	0	0.8666964	4.981846	365.1936
375.2283	3.6714	0.017086497	0	0	0.8665788	5.112886	364.85608
379.5923	3.6715	0.01681033	0	0	0.86646116	5.0513897	365.0403
378.50266	3.6716	0.016902143	0	0	0.8663435	4.769851	364.80252
374.61853	3.6717	0.017117472	0	0	0.86622596	4.723586	361.67847
375.30255	3.6718	0.017107172	0	0	0.86610854	4.899994	360.7422
374.1814	3.6719	0.017231885	0	0	0.865991	4.741239	360.7456
369.78528	3.672	0.017438574	0	0	0.86587363	4.4293795	359.99857
372.56937	3.6721	0.017364668	0	0	0.8657563	4.654852	360.06525
379.4174	3.6722	0.016908687	0	0	0.8656389	4.453081	357.83542
368.24466	3.6723	0.017621431	0	0	0.86552143	4.24082	359.107
374.20285	3.6724	0.017244982	0	0	0.8654041	4.7962623	359.2252
375.22733	3.6725	0.017113341	0	0	0.8652869	4.6943192	358.2996
371.73996	3.6726	0.017322643	0	0	0.86516964	4.374114	358.56265
378.13654	3.6727	0.016905222	0	0	0.86505246	4.5635123	359.41965
375.38513	3.6728	0.017032832	0	0	0.8649353	4.8784122	359.5418
380.37317	3.6729	0.016781129	0	0	0.8648181	4.9726872	359.2463
372.16632	3.673	0.017386505	0	0	0.86470103	5.061494	356.63638
366.51883	3.6731	0.017731274	0	0	0.8645839	4.905147	353.99826
367.86487	3.6732	0.01752243	0	0	0.86446697	4.653814	353.54916
374.84662	3.6733	0.01709152	0	0	0.8643499	4.6550856	354.86804
374.85913	3.6734	0.017207531	0	0	0.86423284	4.6670976	358.9238
370.0132	3.6735	0.01749256	0	0	0.86411595	4.6399984	357.64935
371.12466	3.6736	0.017575635	0	0	0.86399907	4.571249	355.96622
368.53732	3.6737	0.017725652	0	0	0.8638821	4.3345995	357.73843
362.29547	3.6738	0.018147526	0	0	0.8637652	4.3718987	358.68085
368.11642	3.6739	0.017725743	0	0	0.8636484	4.8785357	354.10538
371.23587	3.674	0.01751047	0	0	0.8635316	5.0067973	359.24643
373.3314	3.6741	0.017352225	0	0	0.86341494	4.6088257	360.53506
370.2323	3.6742	0.017581953	0	0	0.8632981	4.2510448	357.4417
367.46527	3.6743	0.017838823	0	0	0.86318165	4.5121145	355.69244
369.09317	3.6744	0.017689744	0	0	0.8630648	5.33938	356.156
367.51746	3.6745	0.017805858	0	0	0.86294836	4.769143	354.74854
373.36017	3.6746	0.017394308	0	0	0.8628318	4.6546454	356.77454
360.19522	3.6747	0.018301066	0	0	0.8627152	4.827059	356.70276
368.9745	3.6748	0.017722987	0	0	0.8625986	4.6953373	356.84073
372.0569	3.6749	0.01743843	0	0	0.86248213	5.153878	356.9399
376.72266	3.675	0.017117795	0	0	0.8623657	5.3424497	355.90244
375.90613	3.6751	0.017362243	0	0	0.8622493	4.9653997	354.9711
338.36075	3.6752	0.013936021	0	65536	0.862133	4.7997923	354.70776
322.31598	3.6753	0.010606746	65536	65536	0.86201674	5.026269	352.50183
350.4743	3.6754	0.01375916	0	65536	0.8619005	5.0465264	355.13513
366.0804	3.6755	0.018047739	0	0	0.86178404	4.938849	357.299
365.0122	3.6756	0.018002607	0	0	0.86166775	5.149613	355.67725
369.192	3.6757	0.017779501	0	0	0.8615515	5.1306286	357.0947
362.70322	3.6758	0.018148238	0	0	0.8614355	4.9120646	357.2955
365.84222	3.6759	0.01802737	0	0	0.8613193	5.055638	358.33853
368.71414	3.676	0.01775431	0	0	0.8612032	5.2627635	358.70404
361.05103	3.6761	0.018342195	0	0	0.86108696	5.5634756	356.91696
369.19708	3.6762	0.017742595	0	0	0.8609709	5.735701	356.7758
360.81985	3.6763	0.018410057	0	0	0.8608551	5.3536115	361.58997
365.23346	3.6764	0.018099323	0	0	0.8607391	4.829317	356.04276
359.24576	3.6765	0.018560473	0	0	0.8606232	4.784974	355.2525
363.5377	3.6766	0.018186444	0	0	0.86050713	4.620178	355.46512
362.9169	3.6767	0.01820646	0	0	0.8603913	4.583227	356.03827
362.18353	3.6768	0.018225536	0	0	0.86027545	4.568418	357.61282
360.09793	3.6769	0.018484306	0	0	0.8601599	4.6746845	356.7723
357.229	3.677	0.018635666	0	0	0.8600441	4.895165	354.04364
362.52737	3.6771	0.01831489	0	0	0.85992837	4.9516187	356.86755
365.11002	3.6772	0.018159794	0	0	0.8598127	4.5345716	352.38354
362.95993	3.6773	0.018219464	0	0	0.8596969	4.1376624	351.49347
364.47888	3.6774	0.018150859	0	0	0.8595813	3.980519	358.8072
364.2583	3.6775	0.018132582	0	0	0.85946566	4.0071726	355.52917
360.9252	3.6776	0.018344617	0	0	0.8593501	4.3622184	350.31592
361.69092	3.6777	0.018367693	0	0	0.85923475	4.381356	351.70367
361.06482	3.6778	0.018453147	0	0	0.8591193	4.034798	352.0444
357.85165	3.6779	0.018704914	0	0	0.8590037	4.0793076	351.8794
359.66074	3.678	0.018609324	0	0	0.8588883	4.1012754	353.9602
362.67242	3.6781	0.018293565	0	0	0.858773	4.2808948	355.0287
359.65	3.6782	0.018537343	0	0	0.8586576	4.199871	354.18817
365.9728	3.6783	0.01804307	0	0	0.8585422	3.7997801	354.6694
367.1744	3.6784	0.017945793	0	0	0.8584269	3.9429517	356.31232
364.0083	3.6785	0.018196587	0	0	0.8583118	4.228732	356.6856
358.80945	3.6786	0.0185878	0	0	0.85819656	4.596206	354.42392
357.41104	3.6787	0.018722087	0	0	0.85808146	4.6357574	351.78323
364.18225	3.6788	0.018279485	0	0	0.85796636	4.3717356	353.22372
357.65897	3.6789	0.018741995	0	0	0.85785115	4.1397734	353.63046
354.83066	3.679	0.018956441	0	0	0.8577361	4.167309	351.12637
359.85736	3.6791	0.018625379	0	0	0.85762113	4.1330347	349.9975
360.6517	3.6792	0.01859259	0	0	0.8575061	4.1961126	351.8983
354.75003	3.6793	0.018830454	0	0	0.8573912	4.6577415	351.55457
357.1143	3.6794	0.018688949	0	0	0.8572762	4.9534883	348.3288
360.68777	3.6795	0.01857235	0	0	0.8571612	4.8555164	350.63565
352.3776	3.6796	0.019097695	0	0	0.8570464	4.458961	351.19498
352.96005	3.6797	0.019102266	0	0	0.85693157	4.0868573	348.88577
362.92395	3.6798	0.018431569	0	0	0.8568167	4.309954	348.33087
360.59677	3.6799	0.018469526	0	0	0.8567021	4.4207196	351.43655
360.72812	3.68	0.018553276	0	0	0.8565873	4.2178354	352.0675
356.51047	3.6801	0.018755574	0	0	0.8564727	4.16723	347.8453
362.21466	3.6802	0.01845127	0	0	0.85635793	3.9957845	347.2377
358.60052	3.6803	0.018684536	0	0	0.8562433	4.1989336	349.5202
367.25977	3.6804	0.018019442	0	0	0.85612875	4.296789	350.35513
360.2048	3.6805	0.018618437	0	0	0.8560145	4.386505	350.7674
351.9314	3.6806	0.019328767	0	0	0.8559	4.705683	353.15378
353.28632	3.6807	0.019179342	0	0	0.8557853	4.509247	349.6893
351.9393	3.6808	0.019294465	0	0	0.85567087	4.28909	348.02396
358.26212	3.6809	0.018862076	0	0	0.8555565	4.4541316	348.69595
352.8732	3.681	0.019262824	0	0	0.8554421	4.517673	348.765
352.30936	3.6811	0.019359909	0	0	0.8553278	4.286597	349.0035
348.42166	3.6812	0.0196657	0	0	0.8552135	4.0002737	348.24902
347.24518	3.6813	0.01981288	0	0	0.85509926	4.033779	348.9765
346.95126	3.6814	0.01965582	0	0	0.85498494	4.270223	348.00827
357.77933	3.6815	0.01842143	0	0	0.8548706	4.451179	346.25977
356.69443	3.6816	0.01820643	0	0	0.85475665	4.5216193	346.3607
349.78098	3.6817	0.01944083	0	0	0.8546427	4.4570794	347.5687
358.63126	3.6818	0.018942455	0	0	0.85452867	4.5156555	346.45782
351.82788	3.6819	0.019318655	0	0	0.8544146	4.4939227	346.65997
348.7202	3.682	0.019560296	0	0	0.8543005	4.2860737	347.34232
355.26608	3.6821	0.019081963	0	0	0.8541866	4.399608	347.41714
354.71472	3.6822	0.019037096	0	0	0.8540726	4.4142303	347.23328
348.36514	3.6823	0.019597992	0	0	0.8539588	4.3129015	347.46643
352.68436	3.6824	0.019295588	0	0	0.85384494	4.2739496	346.6711
356.06247	3.6825	0.019090857	0	0	0.8537311	4.39833	348.85394
342.95013	3.6826	0.020264369	0	0	0.8536173	4.5969715	346.40952
343.15976	3.6827	0.020282868	0	0	0.8535035	4.3823366	343.79022
345.52228	3.6828	0.020097297	0	0	0.85338986	4.879516	345.13223
338.25104	3.6829	0.020749364	0	0	0.8532762	5.3657546	343.74704
335.20206	3.683	0.021063168	0	0	0.8531626	5.3753676	342.49164
337.85645	3.6831	0.02082805	0	0	0.8530489	5.261408	340.29187
340.095	3.6832	0.02069015	0	0	0.8529353	5.21247	340.8518
334.75302	3.6833	0.021026326	0	0	0.8528217	5.414558	343.11407
334.17944	3.6834	0.021190977	0	0	0.8527082	5.3979845	342.9828
334.27676	3.6835	0.02116137	0	0	0.8525949	5.323206	339.71747
332.0291	3.6836	0.021343904	0	0	0.85248154	5.2263427	339.80338
333.83936	3.6837	0.021329032	0	0	0.8523681	5.098903	338.1073
330.4166	3.6838	0.021610124	0	0	0.8522547	5.1902776	340.26178
325.8791	3.6839	0.022043398	0	0	0.8521414	5.546073	340.73474
329.81433	3.684	0.021706516	0	0	0.8520281	5.5706944	336.28763
331.14816	3.6841	0.02154267	0	0	0.85191494	5.1891017	335.83267
330.57047	3.6842	0.021642262	0	0	0.8518017	5.0809717	334.70895
326.39618	3.6843	0.02209008	0	0	0.85168856	5.308336	332.26477
314.63904	3.6844	0.023445344	0	0	0.8515753	5.5009174	330.29822
318.07217	3.6845	0.023150926	0	0	0.85146224	5.311433	328.17636
312.49448	3.6846	0.023780137	0	0	0.8513493	4.9065943	326.19943
315.2392	3.6847	0.023463704	0	0	0.85123616	5.2131395	326.35083
309.80164	3.6848	0.024022263	0	0	0.8511234	5.6137066	323.4874
307.27228	3.6849	0.02442104	0	0	0.8510102	4.8590837	321.4034
309.61932	3.685	0.024244765	0	0	0.85089743	4.8240695	319.00797
299.2438	3.6851	0.025579577	0	0	0.8507845	5.240807	315.4764
292.23035	3.6852	0.026547018	0	0	0.85067177	5.1895084	311.5752
294.7394	3.6853	0.026304964	0	0	0.8505588	5.0687785	307.69617
282.8761	3.6854	0.027968159	0	0	0.8504461	4.7300835	301.1695
278.48474	3.6855	0.028702155	0	0	0.85033345	5.1035423	295.93503
272.55072	3.6856	0.029934252	0	0	0.85022074	5.2268662	290.60373
263.69595	3.6857	0.031399332	0	0	0.850108	4.855476	282.74728
260.74442	3.6858	0.032222215	0	0	0.8499955	4.7825613	272.96545
253.45009	3.6859	0.033779632	0	0	0.84988296	4.71187	264.2013
241.3991	3.686	0.03655042	0	0	0.84977037	4.802292	253.47702
220.80716	3.6861	0.042107727	0	0	0.84965783	4.8694415	240.43767
202.75258	3.6862	0.048434056	0	0	0.84954536	4.516386	226.83096
183.33115	3.6863	0.05747198	0	0	0.849433	4.195952	208.86687
156.77847	3.6864	0.07000489	0	0	0.84932065	4.129803	187.9484
148.19035	3.6865	0.07468514	0	0	0.84920835	4.0231543	178.71967
163.84294	3.6866	0.06574181	0	0	0.84909594	3.9622738	190.78485
189.32973	3.6867	0.05371786	0	0	0.8489836	4.3940773	208.60393
207.38614	3.6868	0.045869857	0	0	0.84887147	5.0782695	228.28792
225.08484	3.6869	0.0405736	0	0	0.8487591	5.159815	244.4082
243.24612	3.687	0.03564116	0	0	0.84864706	4.2129207	255.08539
249.90617	3.6871	0.034009214	0	0	0.8485349	3.8814478	265.838
253.16107	3.6872	0.03304211	0	0	0.8484229	4.343918	272.0317
263.68576	3.6873	0.03098866	0	0	0.8483108	4.5305376	281.55475
275.66293	3.6874	0.02883908	0	0	0.8481988	4.199096	285.92538
281.51025	3.6875	0.027863286	0	0	0.8480868	4.254082	290.04343
282.0051	3.6876	0.027746717	0	0	0.8479749	4.497777	298.77582
288.1189	3.6877	0.026778527	0	0	0.847863	4.124058	303.16138
293.61932	3.6878	0.025874693	0	0	0.8477509	4.1893387	307.00595
296.98987	3.6879	0.0254074	0	0	0.8476392	4.3900023	309.49036
301.05682	3.688	0.024769997	0	0	0.8475275	4.291948	311.9376
304.99902	3.6881	0.0242986	0	0	0.84741575	4.1901193	315.2437
306.58762	3.6882	0.023966353	0	0	0.847304	4.5094714	317.77768
309.40518	3.6883	0.023665197	0	0	0.84719235	4.5426364	317.72125
313.08612	3.6884	0.023168625	0	0	0.8470806	4.460725	321.47992
316.86105	3.6885	0.022699878	0	0	0.84696907	4.98702	325.0491
317.90298	3.6886	0.02257914	0	0	0.8468575	5.4740305	324.1943
316.72842	3.6887	0.022662546	0	0	0.8467461	5.2725186	322.79648
316.68008	3.6888	0.022603622	0	0	0.84663457	4.7550583	325.4808
319.6917	3.6889	0.022288553	0	0	0.84652305	4.4743543	328.62445
322.75153	3.689	0.021964906	0	0	0.84641165	4.4785285	324.5446
323.62103	3.6891	0.02168571	0	0	0.8463004	4.751736	323.69586
326.62912	3.6892	0.021452121	0	0	0.84618896	4.9534	326.81012
329.57748	3.6893	0.021159887	0	0	0.84607756	4.943484	330.72433
329.2831	3.6894	0.021182934	0	0	0.84596634	4.9844394	333.459
330.24066	3.6895	0.02108747	0	0	0.8458551	4.831925	334.98404
332.23566	3.6896	0.02088141	0	0	0.845744	4.731082	333.92575
335.5299	3.6897	0.020616319	0	0	0.8456329	4.833859	333.56653
330.8808	3.6898	0.021070335	0	0	0.8455216	4.680049	334.0154
325.12897	3.6899	0.021726372	0	0	0.84541065	4.655122	334.0017
330.8415	3.69	0.021163119	0	0	0.84529966	5.0651526	333.42078
330.33557	3.6901	0.021269156	0	0	0.8451888	4.8056846	333.34412
330.46558	3.6902	0.021245249	0	0	0.8450778	4.4909015	331.68076
336.80334	3.6903	0.020585127	0	0	0.8449667	4.346009	331.1644
337.5943	3.6904	0.020650277	0	0	0.84485596	4.818233	333.27975
329.34988	3.6905	0.021389574	0	0	0.8447452	5.19712	335.38943
336.15866	3.6906	0.02078283	0	0	0.84463423	4.7602177	335.0575
335.6689	3.6907	0.020759419	0	0	0.84452367	4.8937373	333.35196
338.04947	3.6908	0.020493427	0	0	0.84441286	4.8490033	329.81335
338.6947	3.6909	0.020609152	0	0	0.84430224	4.640977	325.5974
334.07138	3.691	0.021002475	0	0	0.8441917	5.036239	329.5865
334.3282	3.6911	0.021050211	0	0	0.84408087	4.9187512	332.6782
336.38242	3.6912	0.020991683	0	0	0.8439705	4.5659065	329.9662
334.75195	3.6913	0.02108545	0	0	0.84386	4.5521846	334.8278
331.41513	3.6914	0.021412427	0	0	0.84374946	4.549347	330.47504
334.116	3.6915	0.021177987	0	0	0.84363896	4.592425	327.10577
335.08505	3.6916	0.021181457	0	0	0.84352857	4.5248575	323.51746
330.52155	3.6917	0.021499952	0	0	0.8434181	4.6117315	319.56448
331.08463	3.6918	0.021565014	0	0	0.8433078	4.930059	318.8655
330.25183	3.6919	0.021628924	0	0	0.8431975	4.5025635	322.19745
329.09705	3.692	0.021711033	0	0	0.8430872	4.179505	319.69986
334.65448	3.6921	0.021221561	0	0	0.8429771	4.408574	322.06256
332.2427	3.6922	0.021298215	0	0	0.84286696	4.3368835	327.5808
338.79434	3.6923	0.020798009	0	0	0.8427567	4.4665194	330.9154
343.11404	3.6924	0.020327376	0	0	0.8426467	4.611162	330.88086
334.7993	3.6925	0.021129401	0	0	0.84253645	4.636463	331.39453
336.8937	3.6926	0.020914055	0	0	0.84242666	4.614004	332.02057
341.86877	3.6927	0.02052343	0	0	0.8423166	4.432577	330.58472
330.49405	3.6928	0.021639222	0	0	0.8422067	4.3483105	329.14362
333.48526	3.6929	0.021285677	0	0	0.8420968	4.427565	328.3468
335.504	3.693	0.02112817	0	0	0.84198695	4.7306423	327.54172
346.26996	3.6931	0.020064956	0	0	0.841877	4.7150497	327.05716
341.94122	3.6932	0.02058105	0	0	0.8417675	4.27208	327.85007
335.13574	3.6933	0.021137374	0	0	0.84165746	4.1050644	326.2954
337.08612	3.6934	0.021077227	0	0	0.84154785	4.1996536	326.05606
333.95352	3.6935	0.021324448	0	0	0.8414381	4.4160595	328.5421
333.85742	3.6936	0.021246789	0	0	0.84132856	4.6734915	331.05362
339.6948	3.6937	0.020813888	0	0	0.841219	4.715035	330.4304
341.1016	3.6938	0.020619182	0	0	0.8411095	4.7259636	329.3576
337.2934	3.6939	0.020995365	0	0	0.841	4.7977996	330.65286
338.48883	3.694	0.020945586	0	0	0.8408905	4.7574697	329.83994
334.9138	3.6941	0.021224912	0	0	0.840781	4.2642665	329.3044
333.6212	3.6942	0.021405607	0	0	0.84067166	4.136872	331.40317
332.8942	3.6943	0.02149948	0	0	0.84056246	4.41844	330.86798
333.1608	3.6944	0.021406578	0	0	0.840453	4.4402843	330.4518
336.93005	3.6945	0.021224873	0	0	0.8403437	4.505968	332.071
332.72156	3.6946	0.02148229	0	0	0.8402345	4.6513944	330.94864
334.22815	3.6947	0.021398602	0	0	0.8401254	4.5654154	329.96457
337.88162	3.6948	0.02113793	0	0	0.84001625	4.4815273	330.4291
333.05765	3.6949	0.021515237	0	0	0.83990705	4.81087	324.98233
332.57324	3.695	0.021623267	0	0	0.839798	5.1521487	322.00284
329.04208	3.6951	0.021917654	0	0	0.83968896	4.993189	321.55444
333.8747	3.6952	0.021552738	0	0	0.83957994	4.454317	326.84793
332.77127	3.6953	0.02160615	0	0	0.83947116	4.1501045	331.59674
332.29645	3.6954	0.021681927	0	0	0.8393623	4.3318853	330.46704
331.51886	3.6955	0.021804458	0	0	0.8392533	4.507084	329.67795
332.54883	3.6956	0.02163347	0	0	0.8391445	4.4452195	327.94156
329.23016	3.6957	0.022005618	0	0	0.83903563	4.8192153	325.34937
329.78165	3.6958	0.021939844	0	0	0.8389269	4.9967756	326.1278
331.39594	3.6959	0.021788001	0	0	0.83881825	4.923528	328.3833
340.35596	3.696	0.02083158	0	0	0.83870965	5.113334	328.00015
327.5712	3.6961	0.022174275	0	0	0.8386009	5.0403166	326.39218
341.57083	3.6962	0.02068795	0	0	0.8384922	4.799683	328.1455
340.96414	3.6963	0.0207837	0	0	0.838384	5.3032045	327.27094
329.80566	3.6964	0.021911912	0	0	0.8382753	5.198198	327.8852
339.71133	3.6965	0.020956688	0	0	0.83816683	5.2493334	328.86658
334.3146	3.6966	0.021467607	0	0	0.8380584	5.4862814	327.90945
333.91016	3.6967	0.02155208	0	0	0.83795017	5.643356	328.31396
335.39224	3.6968	0.021421105	0	0	0.8378417	5.7352796	326.21036
331.47375	3.6969	0.021827955	0	0	0.8377333	6.1722436	325.71796
327.0147	3.697	0.022238636	0	0	0.8376251	5.759166	326.0159
332.73788	3.6971	0.021809412	0	0	0.8375169	5.9481544	322.9452
329.58383	3.6972	0.022037981	0	0	0.8374087	6.239267	318.14108
334.14926	3.6973	0.021555847	0	0	0.8373006	6.6864543	320.0845
334.77756	3.6974	0.021517228	0	0	0.83719254	6.69588	319.81046
331.40445	3.6975	0.021703504	0	0	0.8370844	6.647169	322.65454
337.9039	3.6976	0.021324532	0	0	0.83697635	6.7872677	324.28397
332.34085	3.6977	0.021706792	0	0	0.8368683	6.857066	323.3609
330.5061	3.6978	0.021897996	0	0	0.83676046	6.6407733	322.73175
333.78775	3.6979	0.02163085	0	0	0.83665264	6.402932	324.2196
